id,train,rally,serve,hitpoint,previous.hitpoint,crosscourt,U-previous.hitpoint,F-previous.hitpoint,F-hitpoint,speed,previous.speed,speed.difference,net.clearance,previous.net.clearance,net.clearance.difference,distance.from.sideline,outside.sideline,true.distance.from.sideline,depth,outside.baseline,true.distance.from.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,opponent.depth,opponent.distance.from.center,same.side,player.distance.from.each.other,previous.distance.from.sideline,previous.depth,previous.time.to.net,server.is.impact.player,outcome,gender
832,1,9,2,B,F,FALSE,FALSE,TRUE,FALSE,38.16569869,33.39464694,4.77105175,0.25728657,0.228299371,0.028987199,0.925475136,TRUE,-0.925475136,2.924865606,FALSE,2.924865606,1.705334278,13.1814,3.0902,13.2626,1.3868,15.1124,3.3652,FALSE,,1.787083212,6.939305333,0.559742543,TRUE,UE,mens
4487,1,5,2,B,B,TRUE,FALSE,FALSE,FALSE,35.89659447,27.14445271,8.75214176,0.255216979,1.020854049,-0.76563707,0.058271048,TRUE,-0.058271048,3.533324814,FALSE,3.533324814,0.782619627,13.3076,1.9436,12.5974,2.2724,12.3174,2.3682,FALSE,,2.238975499,2.290691112,0.525457888,TRUE,UE,mens
4137,1,11,2,B,F,FALSE,FALSE,TRUE,FALSE,34.94519691,36.25401146,-1.30881455,0.254125227,0.196566918,0.057558309,0.119751248,TRUE,-0.119751248,4.272318592,FALSE,4.272318592,1.926191818,12.7094,0.23,13.254,1.6176,13.7924,4.6716,FALSE,,1.840200883,5.911068716,0.455136063,TRUE,UE,mens
5822,1,4,1,B,B,TRUE,FALSE,FALSE,FALSE,25.31468666,22.60272015,2.71196651,0.249912804,0.318880293,-0.068967489,0.331229067,TRUE,-0.331229067,4.040276031,FALSE,4.040276031,0.668844048,11.7982,2.7914,12.3232,2.377,7.4244,2.1274,FALSE,,0.972259618,1.530684777,0.354416996,FALSE,UE,mens
4409,1,3,1,F,F,TRUE,FALSE,TRUE,TRUE,31.09779494,27.64160806,3.45618688,0.248098878,0.619688782,-0.371589904,1.624297245,FALSE,1.624297245,5.543245589,FALSE,5.543245589,0.515500844,10.6444,0.0102,11.052,0.3258,13.9568,3.9216,FALSE,,2.536889463,4.933491514,0.581459822,TRUE,UE,mens
9288,1,5,1,F,B,FALSE,FALSE,FALSE,TRUE,29.81460186,34.89644368,-5.08184182,0.244610247,0.215099126,0.029511121,0.219140712,TRUE,-0.219140712,5.160274399,FALSE,5.160274399,1.998190421,13.3678,1.2872,12.7298,0.6064,13.8506,0.6348,TRUE,,2.324570308,4.92861746,0.479960553,TRUE,UE,mens
8958,1,3,2,F,B,FALSE,FALSE,FALSE,TRUE,15.59648679,28.90289693,-13.30641014,0.244046313,0.073731935,0.170314378,2.084975384,FALSE,2.084975384,5.742716645,FALSE,5.742716645,2.680279448,6.7644,0.2738,9.36,0.3946,11.3962,2.9226,FALSE,,3.843088115,6.628102057,0.422496028,TRUE,UE,mens
5749,1,8,2,U,B,FALSE,FALSE,FALSE,FALSE,32.48274506,33.03259683,-0.54985177,0.241462296,0.71408915,-0.472626854,0.395848634,TRUE,-0.395848634,5.172815127,FALSE,5.172815127,2.103840878,14.3428,0.3436,13.9098,1.7152,13.4302,0.9238,TRUE,,3.463449545,2.457568021,0.479964073,FALSE,UE,mens
7247,1,4,1,B,F,FALSE,FALSE,TRUE,FALSE,37.07387449,29.78546312,7.28841137,0.240126458,0.840668724,-0.600542266,0.196371809,TRUE,-0.196371809,3.625255764,FALSE,3.625255764,0.371741954,14.015,1.8366,13.7152,1.6168,13.25,1.1074,FALSE,,1.943419081,3.183498208,0.516479662,FALSE,UE,mens
7070,1,8,1,F,F,TRUE,FALSE,TRUE,TRUE,37.74685735,34.14883979,3.59801756,0.235143898,0.414484817,-0.179340919,0.315888154,TRUE,-0.315888154,4.423739152,FALSE,4.423739152,3.012101678,13.5068,4.0904,14.2202,1.164,12.6066,1.9958,FALSE,,1.009774428,4.406081348,0.435224844,FALSE,UE,mens
5780,1,3,2,F,U,FALSE,TRUE,FALSE,TRUE,35.00171546,28.18293966,6.8187758,0.225368912,1.594167955,-1.368799043,0.405553153,TRUE,-0.405553153,4.934422241,FALSE,4.934422241,2.800364733,12.5462,3.1532,11.2904,0.6502,12.6996,3.188,FALSE,,2.352713206,1.173956714,0.529085386,TRUE,UE,mens
4509,1,5,1,F,B,FALSE,FALSE,FALSE,TRUE,34.19580868,26.08686675,8.10894193,0.224357402,0.788310959,-0.563953557,0.460827153,TRUE,-0.460827153,3.653744901,FALSE,3.653744901,2.85929997,12.6272,5.2392,12.8856,2.3916,13.864,4.0702,FALSE,,0.753547127,2.069915756,0.668472001,TRUE,UE,mens
3854,1,4,1,B,B,TRUE,FALSE,FALSE,FALSE,26.89914823,33.92881317,-7.02966494,0.222514084,0.379207154,-0.15669307,2.033967268,FALSE,2.033967268,7.067716928,FALSE,7.067716928,2.0007737,13.6462,1.37,14.211,0.5494,11.2622,1.6968,FALSE,,1.370828855,1.630402254,0.363153664,FALSE,UE,mens
8532,1,3,2,F,U,FALSE,TRUE,FALSE,TRUE,33.5758301,35.0855932,-1.5097631,0.220544593,0.934562518,-0.714017925,2.071416466,FALSE,2.071416466,6.775646272,FALSE,6.775646272,2.194805695,12.3768,3.9034,11.742,1.8024,14.0946,5.7914,FALSE,,1.244089276,4.518137002,0.551802216,TRUE,UE,mens
6204,1,6,2,B,B,TRUE,FALSE,FALSE,FALSE,36.83576269,30.52892599,6.3068367,0.215355999,0.63353488,-0.418178881,0.243994021,TRUE,-0.243994021,4.326553617,FALSE,4.326553617,2.653785297,13.3456,4.2064,15.8622,3.3642,12.6838,2.371,FALSE,,1.439150709,5.607845926,0.482755286,FALSE,UE,mens
4373,1,3,2,F,F,TRUE,FALSE,TRUE,TRUE,36.67265713,26.23873225,10.43392488,0.2049632,1.054936089,-0.849972889,0.982259035,TRUE,-0.982259035,3.874342159,FALSE,3.874342159,0.661280697,12.0544,1.7032,11.6584,1.1736,14.587,2.9914,FALSE,,2.428717456,5.033163414,0.671918379,TRUE,UE,mens
4981,1,14,1,F,B,FALSE,FALSE,FALSE,TRUE,31.07570992,34.82026019,-3.74455027,0.199061778,0.50372805,-0.304666272,0.149983529,TRUE,-0.149983529,5.104024935,FALSE,5.104024935,1.92678852,12.4086,3.1232,13.4972,1.5334,12.339,4.541,FALSE,,1.4915951,4.003702577,0.429380788,FALSE,UE,mens
3480,1,11,1,U,U,TRUE,TRUE,FALSE,FALSE,35.82071595,28.0375055,7.78321045,0.198888189,1.820178622,-1.621290433,0.39278489,TRUE,-0.39278489,5.944687227,FALSE,5.944687227,2.587118938,12.0182,6.0946,13.5036,3.9764,15.483,4.078,FALSE,,1.060254601,4.514123662,0.743278857,TRUE,UE,mens
8412,1,3,1,F,B,FALSE,FALSE,FALSE,TRUE,38.81073279,23.46566909,15.3450637,0.197088338,0.672930343,-0.475842005,0.24862656,TRUE,-0.24862656,2.72942395,FALSE,2.72942395,5.034552612,10.8674,5.9992,11.3434,0.9872,11.9204,4.3912,FALSE,,0.141198977,7.185619153,0.665462358,TRUE,UE,mens
1233,1,5,1,B,V,FALSE,FALSE,FALSE,FALSE,12.50520364,27.65647384,-15.1512702,0.196139934,1.090398983,-0.894259049,1.093980822,TRUE,-1.093980822,8.643113513,FALSE,8.643113513,2.511242314,4.6946,1.1796,6.8066,0.179,13.3788,1.0932,TRUE,,1.72065252,7.285662505,0.567651013,TRUE,UE,mens
4115,1,6,1,F,B,FALSE,FALSE,FALSE,TRUE,41.50274291,33.86259476,7.64014815,0.194743344,1.082446179,-0.887702835,0.244732926,TRUE,-0.244732926,4.498288388,FALSE,4.498288388,1.685126049,13.8556,2.6544,13.7168,0.975,13.681,3.4,FALSE,,3.422959007,2.310398088,0.483008781,FALSE,UE,mens
992,1,5,2,F,B,FALSE,FALSE,FALSE,TRUE,32.00299047,37.43263117,-5.4296407,0.184606985,0.214307408,-0.029700423,0.408845386,TRUE,-0.408845386,5.637939904,FALSE,5.637939904,0.683465434,13.2054,1.2852,12.9404,0.6552,15.3764,2.8254,FALSE,,3.240557346,5.899221143,0.48282499,TRUE,UE,mens
9166,1,3,1,F,F,TRUE,FALSE,TRUE,TRUE,31.48731735,29.07938659,2.40793076,0.181555319,0.094083148,0.087472171,0.241216565,TRUE,-0.241216565,5.822723054,FALSE,5.822723054,1.2934548,12.3112,1.6286,11.3366,0.7782,12.3992,2.0122,FALSE,,3.980050555,6.369340288,0.483464588,TRUE,UE,mens
6368,1,15,2,F,F,TRUE,FALSE,TRUE,TRUE,31.8342718,36.67380479,-4.83953299,0.180740597,0.046546028,0.134194569,0.301878152,TRUE,-0.301878152,5.626424283,FALSE,5.626424283,2.818498132,12.6856,3.2956,13.663,0.652,13.8654,4.4524,FALSE,,2.579815347,6.411937927,0.465593987,TRUE,UE,mens
5667,1,4,1,F,F,TRUE,FALSE,TRUE,TRUE,35.59103709,31.87700013,3.71403696,0.172150166,0.80115618,-0.629006014,0.269036508,TRUE,-0.269036508,3.790107442,FALSE,3.790107442,1.6111212,13.125,2.6464,13.0314,1.038,11.6368,2.536,FALSE,,1.827541453,3.443182951,0.437211486,FALSE,UE,mens
973,1,3,1,F,B,FALSE,FALSE,FALSE,TRUE,43.29604686,22.83036122,20.46568564,0.163010453,2.374381945,-2.211371492,0.145323102,TRUE,-0.145323102,5.956976846,FALSE,5.956976846,4.934885356,14.6698,2.4734,11.217,1.0524,14.3324,4.9212,FALSE,,0.592070592,1.655390318,0.752713859,TRUE,UE,mens
1931,1,5,1,F,F,TRUE,FALSE,TRUE,TRUE,42.56835773,32.21607644,10.35228129,0.161283668,0.847015079,-0.685731411,0.965545413,TRUE,-0.965545413,3.633788306,FALSE,3.633788306,3.297720728,13.2168,3.255,12.6078,0.014,13.889,2.4618,FALSE,,1.262679361,4.660669437,0.52995417,TRUE,UE,mens
2480,1,7,2,F,B,FALSE,FALSE,FALSE,TRUE,30.09544462,29.99627688,0.09916774,0.159235111,0.572820016,-0.413584905,0.027179,FALSE,0.027179,6.861470325,FALSE,6.861470325,2.09282349,13.7112,3.3298,14.9382,1.6344,15.1882,1.2874,FALSE,,3.310819736,6.692532601,0.597483589,TRUE,UE,mens
4613,1,5,1,B,B,TRUE,FALSE,FALSE,FALSE,30.66115179,30.47717178,0.18398001,0.157441346,1.270056635,-1.112615289,0.998782334,TRUE,-0.998782334,6.148269641,FALSE,6.148269641,1.469323572,13.2604,2.5504,13.1778,1.0834,14.2192,1.8424,FALSE,,1.684024149,2.730986787,0.569879646,TRUE,UE,mens
3767,1,6,2,B,V,FALSE,FALSE,FALSE,FALSE,21.46701164,24.23129731,-2.76428567,0.157263451,0.64671443,-0.489450979,1.203411672,FALSE,1.203411672,2.504676031,FALSE,2.504676031,5.198296244,4.6718,0.8982,9.4258,1.2046,14.928,2.0946,TRUE,,2.397998492,7.932681237,0.784136298,FALSE,UE,mens
8714,1,3,1,F,F,TRUE,FALSE,TRUE,TRUE,39.55318158,20.62135218,18.9318294,0.146835978,0.846107572,-0.699271594,1.444838415,FALSE,1.444838415,3.928926342,FALSE,3.928926342,1.308076206,10.0888,1.4928,11.0932,0.6548,13.7082,2.6528,FALSE,,3.902645468,5.763960088,0.802746766,TRUE,UE,mens
4707,1,5,2,B,B,TRUE,FALSE,FALSE,FALSE,32.75015429,22.70070252,10.04945177,0.142104805,0.520620575,-0.37851577,0.119410467,TRUE,-0.119410467,4.162587347,FALSE,4.162587347,3.371970166,11.5026,3.4062,13.3692,0.598,13.3164,2.34,FALSE,,1.481515362,5.011515745,0.703738081,TRUE,UE,mens
7385,1,4,2,F,F,TRUE,FALSE,TRUE,TRUE,33.70320206,39.13853621,-5.43533415,0.12716642,0.463792122,-0.336625702,0.053230719,TRUE,-0.053230719,3.918181219,FALSE,3.918181219,2.334850788,12.709,3.134,12.6936,0.7992,12.7332,3.904,FALSE,,1.455579774,3.687006326,0.39521701,FALSE,UE,mens
5025,1,5,2,F,F,TRUE,FALSE,TRUE,TRUE,36.27014052,34.52796064,1.74217988,0.126852411,0.847803896,-0.720951485,0.969316391,TRUE,-0.969316391,4.698645349,FALSE,4.698645349,2.861782836,6.776,2.4562,9.252,1.0212,12.0678,0.4864,TRUE,,3.987447502,0.893389538,0.474559754,TRUE,UE,mens
7035,1,7,2,F,F,TRUE,FALSE,TRUE,TRUE,34.81470479,32.62852633,2.18617846,0.121972123,0.558949936,-0.436977813,0.196568584,TRUE,-0.196568584,5.47921096,FALSE,5.47921096,2.363808021,12.274,3.0346,13.652,1.114,12.8704,3.81,FALSE,,1.786335339,4.51042501,0.472141002,TRUE,UE,mens
4092,1,4,1,V,B,FALSE,FALSE,FALSE,FALSE,34.94243023,21.7338625,13.20856773,0.12139378,0.697467822,-0.576074042,3.176855702,FALSE,3.176855702,9.215321076,FALSE,9.215321076,3.598103956,12.7176,1.1404,12.0858,2.4018,8.407,0.0816,FALSE,,2.406811706,1.285170313,0.414496625,FALSE,UE,mens
4728,1,3,2,F,F,TRUE,FALSE,TRUE,TRUE,38.51555842,34.74514694,3.77041148,0.120097156,1.41349891,-1.293401754,0.564507655,TRUE,-0.564507655,5.656323415,FALSE,5.656323415,2.384634052,13.0308,2.1492,11.9618,0.0176,16.3666,2.5468,FALSE,,1.78187028,2.984735619,0.576542202,TRUE,UE,mens
7908,1,6,1,B,B,TRUE,FALSE,FALSE,FALSE,42.76283906,33.7330282,9.02981086,0.105751271,0.405173306,-0.299422035,0.168637845,TRUE,-0.168637845,2.941632813,FALSE,2.941632813,0.539057029,13.1778,2.6334,13.6336,2.3456,13.5876,3.2408,FALSE,,2.561667393,5.643497782,0.487217867,FALSE,UE,mens
259,1,6,2,B,F,FALSE,FALSE,TRUE,FALSE,35.39048462,35.0163399,0.37414472,0.093604725,0.386386649,-0.292781924,0.187807756,TRUE,-0.187807756,3.965789563,FALSE,3.965789563,3.791520882,14.5432,2.8788,14.67,0.9106,12.31,0.071,TRUE,,0.839967237,3.463576853,0.389715979,FALSE,UE,mens
2721,1,7,2,B,F,FALSE,FALSE,TRUE,FALSE,33.35484926,29.42041238,3.93443688,0.091683247,0.498366123,-0.406682876,0.72363544,TRUE,-0.72363544,6.187757203,FALSE,6.187757203,2.880535513,13.3874,1.6722,14.0084,1.1406,11.0228,2.1802,TRUE,,2.190776786,3.12830521,0.434629785,TRUE,UE,mens
1290,1,3,2,F,U,FALSE,TRUE,FALSE,TRUE,44.53999929,30.55452994,13.98546935,0.07920068,0.609788653,-0.530587973,1.732651415,TRUE,-1.732651415,4.492449763,FALSE,4.492449763,2.250017778,12.8914,2.2296,11.3034,0.6356,12.7206,3.1884,FALSE,,2.260405421,4.4083809,0.47310299,TRUE,UE,mens
6283,1,4,2,F,F,TRUE,FALSE,TRUE,TRUE,39.39137559,28.9703674,10.42100819,0.066371646,1.52355354,-1.457181894,0.198760955,TRUE,-0.198760955,5.718524436,FALSE,5.718524436,3.786308096,12.8054,2.7142,13.0926,1.0612,14.158,0.0296,TRUE,,3.148415489,4.144934822,0.618136324,FALSE,UE,mens
6301,1,5,2,B,F,FALSE,FALSE,TRUE,FALSE,31.92743195,37.7447748,-5.81734285,0.065028774,0.518092649,-0.453063875,0.279433947,TRUE,-0.279433947,5.81149216,FALSE,5.81149216,3.052776605,15.2388,3.939,14.8414,0.9122,12.4212,3.3368,FALSE,,0.86403419,3.11662435,0.395605776,TRUE,UE,mens
752,1,3,2,B,F,FALSE,FALSE,TRUE,FALSE,34.56887778,36.33151275,-1.76263497,0.058446881,0.633488359,-0.575041478,0.211367628,TRUE,-0.211367628,5.425292008,FALSE,5.425292008,1.813432237,12.9936,1.189,11.8064,0.1818,15.9724,2.991,FALSE,,1.958329237,2.67417782,0.507982917,TRUE,UE,mens
1236,1,5,1,F,B,FALSE,FALSE,FALSE,TRUE,40.19329841,29.77571824,10.41758017,0.056699405,0.638658475,-0.58195907,0.403475784,TRUE,-0.403475784,4.498353062,FALSE,4.498353062,0.742005202,12.6868,1.3326,13.3874,1.577,14.7506,2.477,FALSE,,3.857576003,3.778859508,0.570152853,TRUE,UE,mens
72,1,17,1,B,F,FALSE,FALSE,TRUE,FALSE,34.48545882,36.45664529,-1.97118647,0.046411167,0.693439452,-0.647028285,1.464978904,TRUE,-1.464978904,5.081902202,FALSE,5.081902202,2.551846469,14.5774,4.4034,15.0516,1.896,13.282,4.55,FALSE,,0.63138854,2.874419703,0.441653645,TRUE,UE,mens
4639,1,3,1,B,F,FALSE,FALSE,TRUE,FALSE,32.83217275,29.92150578,2.91066697,0.041545096,0.13538454,-0.093839444,2.144898624,FALSE,2.144898624,4.862447291,FALSE,4.862447291,0.792953063,11.1814,0.737,10.5898,1.265,12.834,5.448,FALSE,,2.577892859,6.799075295,0.502326108,TRUE,UE,mens
9078,1,3,2,B,B,TRUE,FALSE,FALSE,FALSE,30.63107787,23.11005747,7.5210204,0.036557353,0.382682067,-0.346124714,0.468262969,TRUE,-0.468262969,4.979878294,FALSE,4.979878294,1.862052899,11.7922,1.5318,11.6068,0.321,10.9592,3.0302,FALSE,,1.990674985,5.444676923,0.52318353,TRUE,UE,mens
6922,1,3,2,F,U,FALSE,TRUE,FALSE,TRUE,31.84351943,26.26810644,5.57541299,0.036157066,0.952834669,-0.916677603,0.663849899,TRUE,-0.663849899,6.250307446,FALSE,6.250307446,2.737360371,10.8676,3.3838,11.2214,0.6694,11.0094,4.1596,FALSE,,1.632672141,5.668051582,0.527354016,TRUE,UE,mens
3503,1,9,1,F,B,FALSE,FALSE,FALSE,TRUE,31.28277875,27.36092271,3.92185604,0.014813951,0.624576762,-0.609762811,0.113748421,FALSE,0.113748421,6.626752205,FALSE,6.626752205,3.090093138,12.5434,3.3186,13.5756,0.406,14.3684,1.4612,FALSE,,3.114845592,5.825414694,0.632432567,TRUE,UE,mens
6376,1,4,2,F,B,FALSE,FALSE,FALSE,TRUE,42.43369026,24.25360138,18.18008888,0.014639947,0.688908632,-0.674268685,2.161273906,FALSE,2.161273906,6.259195745,FALSE,6.259195745,2.427193705,11.9972,0.3898,11.5924,2.0034,12.5328,0.2614,TRUE,,3.332998844,5.591303046,0.595466863,FALSE,UE,mens
6391,1,7,1,B,B,TRUE,FALSE,FALSE,FALSE,26.08270337,26.98633827,-0.9036349,0.01030024,0.494456675,-0.484156435,2.018946183,FALSE,2.018946183,3.726932606,FALSE,3.726932606,5.033980254,11.4676,2.703,12.8634,2.1336,12.3888,1.6778,TRUE,,1.846755352,5.580207427,0.561470858,TRUE,UE,mens
9383,1,4,1,V,F,FALSE,FALSE,TRUE,FALSE,31.36213832,26.39947894,4.96265938,0.010182606,0.096015579,-0.085832973,3.819392328,FALSE,3.819392328,11.87661168,FALSE,11.87661168,3.227877848,12.79,2.927,12.9398,0.2974,11.6764,0.2122,FALSE,,1.135640073,7.007321996,0.519642097,FALSE,UE,mens
3805,1,3,1,V,B,FALSE,FALSE,FALSE,FALSE,30.83518998,18.33609225,12.49909773,0.009312636,0.337078957,-0.327766321,4.007423703,FALSE,4.007423703,11.88421758,FALSE,11.88421758,4.066797167,8.2764,1.8498,10.926,1.2354,12.7996,5.4138,FALSE,,0.610032415,7.887632696,0.828661985,TRUE,UE,mens
2375,1,6,2,B,B,TRUE,FALSE,FALSE,FALSE,28.06061755,35.43665623,-7.37603868,0.007950624,0.330141666,-0.322191042,1.621324826,FALSE,1.621324826,5.192747051,FALSE,5.192747051,0.554990739,14.2646,1.172,14.239,0.6176,13.7228,0.6706,FALSE,,2.785540297,3.101868411,0.445788036,FALSE,UE,mens
2565,1,5,1,V,F,FALSE,FALSE,TRUE,FALSE,28.82417157,39.55999331,-10.73582174,0.007785026,0.38586637,-0.378081344,1.058569262,FALSE,1.058569262,11.84094041,FALSE,11.84094041,4.298548932,13.537,1.795,13.2036,2.4906,13.938,1.326,TRUE,,2.528469564,4.289575149,0.416048368,TRUE,UE,mens
5428,1,10,1,U,B,FALSE,FALSE,FALSE,FALSE,25.19519403,23.74127001,1.45392402,0.007167334,0.416678699,-0.409511365,2.417129708,FALSE,2.417129708,5.624626264,FALSE,5.624626264,1.030324609,12.6654,1.076,13.015,0.1068,11.9812,1.4954,TRUE,,2.518652287,2.948996821,0.560611392,FALSE,UE,mens
4968,1,5,1,B,V,FALSE,FALSE,FALSE,FALSE,18.02751753,23.4051874,-5.37766987,0.003575,1.170040507,-1.166465507,2.265814764,FALSE,2.265814764,8.568415157,FALSE,8.568415157,5.397605636,4.9574,0.0872,10.355,0.0794,14.8002,1.7494,FALSE,,3.277995946,7.614483377,0.77389196,TRUE,UE,mens
7675,1,17,1,U,F,FALSE,FALSE,TRUE,FALSE,25.22357466,30.96288442,-5.73930976,0.002593491,0.264106925,-0.261513434,1.572647623,FALSE,1.572647623,5.228014377,FALSE,5.228014377,3.521268686,12.1162,3.2244,11.8108,0.2836,14.654,1.0894,TRUE,,1.393267646,6.803846849,0.593739301,TRUE,UE,mens
3496,1,7,1,B,B,TRUE,FALSE,FALSE,FALSE,32.52255495,28.46652723,4.05602772,0.001850334,0.323393048,-0.321542714,2.720214935,FALSE,2.720214935,6.446356102,FALSE,6.446356102,1.347297458,13.1606,2.6196,14.1666,1.7234,12.61,1.8576,FALSE,,1.532689838,2.37788993,0.503551668,TRUE,UE,mens
3205,1,6,2,F,F,TRUE,FALSE,TRUE,TRUE,13.28847039,18.19052813,-4.90205774,0.000327373,3.163446163,-3.16311879,1.045890579,FALSE,1.045890579,9.465792375,FALSE,9.465792375,8.900179695,8.7642,4.5756,12.816,3.3488,13.8294,1.6324,TRUE,,1.706615801,4.883916578,1.138369176,FALSE,UE,mens
4583,1,9,1,F,F,TRUE,FALSE,TRUE,TRUE,43.96629388,32.78337305,11.18292083,-0.000136139,0.636459801,-0.63659594,2.584383803,FALSE,2.584383803,5.383289498,FALSE,5.383289498,1.414742167,12.6566,0.804,12.2348,0.5464,13.3686,0.0402,FALSE,,2.383859535,3.246516055,0.481927012,TRUE,UE,mens
7096,1,3,2,F,B,FALSE,FALSE,FALSE,TRUE,36.02544618,28.37975254,7.64569364,-0.001443644,0.706524575,-0.707968219,2.02803309,FALSE,2.02803309,7.318489956,FALSE,7.318489956,0.683877562,11.299,1.7688,11.4796,1.1092,16.8176,3.5894,FALSE,,3.341166993,6.942729531,0.744795006,TRUE,UE,mens
5044,1,7,2,B,F,FALSE,FALSE,TRUE,FALSE,27.12172717,34.46434212,-7.34261495,-0.002002571,0.470271756,-0.472274327,3.740523895,FALSE,3.740523895,6.340935154,FALSE,6.340935154,1.298631048,13.9424,2.841,14.0566,1.5474,14.531,2.4054,FALSE,,1.641231397,5.690301971,0.506053022,TRUE,UE,mens
754,1,3,1,U,V,FALSE,FALSE,FALSE,FALSE,8.84962215,24.50751833,-15.65789618,-0.002222535,0.792164305,-0.79438684,2.486960831,FALSE,2.486960831,10.29285831,FALSE,10.29285831,4.443606499,5.7808,1.2478,10.2244,1.2402,12.8722,2.02,FALSE,,3.603555621,6.556998753,0.63755746,TRUE,UE,mens
3690,1,3,1,F,B,FALSE,FALSE,FALSE,TRUE,35.21212942,30.24035818,4.97177124,-0.002998256,1.389559278,-1.392557534,1.533199789,FALSE,1.533199789,7.521270979,FALSE,7.521270979,1.964764373,13,0.004,11.2248,0.838,14.8962,1.8492,FALSE,,3.123443802,2.517254202,0.575016167,TRUE,UE,mens
8162,1,3,2,B,B,TRUE,FALSE,FALSE,FALSE,35.14705979,27.42777533,7.71928446,-0.003677499,0.094883781,-0.09856128,2.522585678,FALSE,2.522585678,6.465354743,FALSE,6.465354743,2.113299695,10.7298,1.2896,10.4584,0.8062,11.9662,3.151,FALSE,,1.948729909,7.427522212,0.492770859,TRUE,UE,mens
4133,1,3,2,B,F,FALSE,FALSE,TRUE,FALSE,26.58060831,35.3139108,-8.73330249,-0.003677587,1.348261112,-1.351938699,1.192683227,FALSE,1.192683227,5.116381874,FALSE,5.116381874,2.974013322,11.3548,4.5266,11.8238,1.5898,16.5434,5.826,FALSE,,0.473275858,4.603818118,0.623907278,TRUE,UE,mens
8108,1,5,2,V,F,FALSE,FALSE,TRUE,FALSE,37.09893919,27.43600518,9.66293401,-0.004265347,0.473844537,-0.478109884,3.516936696,FALSE,3.516936696,11.7954055,FALSE,11.7954055,3.584672013,12.439,2.763,13.443,0.6782,13.7062,1.9148,TRUE,,2.163584299,6.700312631,0.63397659,TRUE,UE,mens
7149,1,7,1,F,B,FALSE,FALSE,FALSE,TRUE,30.11038205,25.86634233,4.24403972,-0.004434737,0.744134125,-0.748568862,1.718604501,FALSE,1.718604501,7.320717491,FALSE,7.320717491,3.528417351,10.1526,0.1154,11.5558,3.3528,13.507,4.209,FALSE,,3.00136176,3.780502991,0.629842221,TRUE,UE,mens
8828,1,3,1,F,B,FALSE,FALSE,FALSE,TRUE,38.63420724,25.47112221,13.16308503,-0.00455329,0.520704254,-0.525257544,0.519904178,FALSE,0.519904178,6.209025464,FALSE,6.209025464,0.76750716,11.105,0.4556,11.362,1.1788,13.3946,1.4826,FALSE,,3.56675104,6.222776237,0.616615418,TRUE,UE,mens
2545,1,3,2,F,B,FALSE,FALSE,FALSE,TRUE,39.05871442,22.63670462,16.4220098,-0.004759367,1.737144421,-1.741903788,1.960348491,FALSE,1.960348491,6.325625208,FALSE,6.325625208,1.534959192,12.4114,2.0492,11.092,1.2648,13.4982,5.465,FALSE,,3.668532406,1.640809759,0.731443065,TRUE,UE,mens
3719,1,3,2,V,B,FALSE,FALSE,FALSE,FALSE,36.395352,29.74445126,6.65090074,-0.005642173,0.772595029,-0.778237202,1.855862718,FALSE,1.855862718,11.86763644,FALSE,11.86763644,2.501557315,13.1386,3.1026,11.4636,1.2446,10.855,3.8086,FALSE,,2.645702731,2.673928376,0.414910258,TRUE,UE,mens
7192,1,7,2,F,B,FALSE,FALSE,FALSE,TRUE,36.64180897,22.92648433,13.71532464,-0.005674921,0.728972991,-0.734647912,1.384916647,FALSE,1.384916647,6.902609371,FALSE,6.902609371,1.558016842,12.4302,0.5034,13.9054,1.0046,13.311,3.273,FALSE,,3.279521734,3.933790255,0.707830701,TRUE,UE,mens
3507,1,5,1,B,B,TRUE,FALSE,FALSE,FALSE,30.87537972,35.34735404,-4.47197432,-0.005805179,0.693324192,-0.699129371,3.627412105,FALSE,3.627412105,5.678815023,FALSE,5.678815023,0.764347277,13.5556,2.1056,12.823,1.8876,14.1512,2.3352,FALSE,,2.136214821,2.369958437,0.467429586,TRUE,UE,mens
4479,1,3,2,F,F,TRUE,FALSE,TRUE,TRUE,34.52912662,27.92561057,6.60351605,-0.006219779,0.32697344,-0.333193219,2.449902788,FALSE,2.449902788,7.269920498,FALSE,7.269920498,0.8994708,11.981,1.359,11.1956,0.9206,11.3546,2.3028,FALSE,,3.878131922,6.349453281,0.453943733,TRUE,UE,mens
1580,1,5,2,F,B,FALSE,FALSE,FALSE,TRUE,34.43299041,29.92722208,4.50576833,-0.007659222,0.941639005,-0.949298227,0.394881563,FALSE,0.394881563,5.805203201,FALSE,5.805203201,1.820158499,13.0414,0.4806,12.4178,2.1906,13.094,0.8884,TRUE,,3.585441484,1.832841874,0.502976961,TRUE,UE,mens
3989,1,14,1,F,B,FALSE,FALSE,FALSE,TRUE,36.50252334,27.32318672,9.17933662,-0.008116565,0.098926448,-0.107043013,2.066928344,FALSE,2.066928344,6.097447453,FALSE,6.097447453,2.676992021,11.6728,3.0976,12.7126,0.6308,12.6814,3.4094,FALSE,,2.801351878,4.254509981,0.567801108,FALSE,UE,mens
